"station_name_elev","month","year","date","station_ID","solar_rad_avg","soil_moist_perc_A_2in","soil_moist_perc_B_4in","soil_moist_perc_C_8in","soil_moist_perc_D_20in","soil_moist_perc_E_40in","soil_temp_A_2in","soil_temp_B_4in","soil_temp_C_8in","soil_temp_D_20in","soil_temp_E_40in","elevation_ft"
"Bodie Hills (7825 ft)",1,2015,2015-01-01,2215,119.305161290323,4.48709677419355,1.80967741935484,3.71290322580645,2.38064516129032,3.75161290322581,30.4193548387097,31.2258064516129,31.4516129032258,33.9032258064516,36.3870967741936,7825
"Bodie Hills (7825 ft)",1,2016,2016-01-01,2215,105.651290322581,6.84193548387097,2.31290322580645,4.23870967741935,2.76451612903226,2.47096774193548,28.1612903225806,28.3225806451613,29.7096774193548,33.258064516129,36.0645161290323,7825
"Bodie Hills (7825 ft)",1,2017,2017-01-01,2215,113.988387096774,17.1322580645161,7.1,14.0516129032258,3.25161290322581,2.25483870967742,29.8387096774194,30.2903225806452,31.5806451612903,34.5161290322581,37.0322580645161,7825
"Bodie Hills (7825 ft)",1,2018,2018-01-01,2215,110.867419354839,5.8,3.69032258064516,8.34516129032258,3.69032258064516,2.77096774193548,29,29.8064516129032,30.8709677419355,33.9354838709677,36.5483870967742,7825
"Bodie Hills (7825 ft)",1,2019,2019-01-01,2215,119.852258064516,5.29032258064516,2.63870967741935,4.89032258064516,3.46774193548387,2.77096774193548,29.0645161290323,29.7096774193548,31.3870967741935,34.6774193548387,37.1612903225806,7825
"Bodie Hills (7825 ft)",2,2015,2015-02-01,2215,165.542857142857,11.9928571428571,6.96071428571429,4.21071428571429,2.49642857142857,3.89285714285714,37.25,37.0714285714286,36.7857142857143,36.8214285714286,37.7142857142857,7825
"Bodie Hills (7825 ft)",2,2016,2016-02-01,2215,179.42275862069,9.46206896551724,11.1,8.16206896551724,2.90344827586207,2.47586206896552,30.8965517241379,31.3448275862069,32,34.2068965517241,36,7825
"Bodie Hills (7825 ft)",2,2017,2017-02-01,2215,155.309285714286,22.2607142857143,11.2357142857143,21.325,3.60357142857143,2.53928571428571,31.5,32,33,35,37,7825
"Bodie Hills (7825 ft)",2,2018,2018-02-01,2215,163.975,4.62142857142857,2.95,7.31428571428571,3.66785714285714,2.74642857142857,26.0714285714286,27.5,29.3571428571429,32.8214285714286,35.6785714285714,7825
"Bodie Hills (7825 ft)",2,2019,2019-02-01,2215,162.169285714286,12.1535714285714,7.6,5.06785714285714,3.88214285714286,2.96428571428571,31.4285714285714,32,33,35,37,7825
"Bodie Hills (7825 ft)",3,2015,2015-03-01,2215,227.066451612903,12.1483870967742,6.65483870967742,5.16451612903226,2.90645161290323,4.09677419354839,44.4193548387097,43.258064516129,42.4193548387097,39.9677419354839,39.3548387096774,7825
"Bodie Hills (7825 ft)",3,2016,2016-03-01,2215,221.088064516129,15.6032258064516,10.758064516129,16.8161290322581,3.29032258064516,2.05806451612903,34.1612903225806,36.9032258064516,35.8064516129032,36.7741935483871,37.8064516129032,7825
"Bodie Hills (7825 ft)",3,2017,2017-03-01,2215,229.053870967742,25.9225806451613,16.1354838709677,25.1129032258065,12.1387096774194,11.4806451612903,32.4516129032258,32.8387096774194,33.4838709677419,34.9032258064516,36.4838709677419,7825
"Bodie Hills (7825 ft)",3,2018,2018-03-01,2215,219.243225806452,12.0032258064516,5.13548387096774,8.90322580645161,3.70645161290323,2.8,30.3225806451613,30.5483870967742,30.9354838709677,32.5483870967742,34.9677419354839,7825
"Bodie Hills (7825 ft)",3,2019,2019-03-01,2215,238.904516129032,14.9322580645161,10.1612903225806,8.59677419354839,3.67096774193548,3.29032258064516,32,32,33,35,37,7825
"Bodie Hills (7825 ft)",4,2015,2015-04-01,2215,275.647333333333,7.35666666666667,4.62666666666667,5.44666666666667,3.17,4.19333333333333,48.7666666666667,47.4,46.8666666666667,44.5,43.2,7825
"Bodie Hills (7825 ft)",4,2016,2016-04-01,2215,251.704666666667,16.0066666666667,11.0666666666667,18.3666666666667,3.59666666666667,2.40666666666667,42.8666666666667,44.9,43.1,41.8333333333333,41.9,7825
"Bodie Hills (7825 ft)",4,2017,2017-04-01,2215,263.095333333333,21.81,14.2833333333333,23.9366666666667,15.7833333333333,16.38,39.1333333333333,41.0333333333333,39.3666666666667,38.0333333333333,38.5666666666667,7825
"Bodie Hills (7825 ft)",4,2018,2018-04-01,2215,273.002333333333,17.49,11.68,19.1933333333333,5.66,3.16333333333333,40.4333333333333,43.0333333333333,39.7,38.2333333333333,38.2333333333333,7825
"Bodie Hills (7825 ft)",4,2019,2019-04-01,2215,284.473,21.3466666666667,17.1166666666667,24.96,13.9833333333333,11.3833333333333,38.1666666666667,39.2,37.9333333333333,36.5666666666667,37.3,7825
"Bodie Hills (7825 ft)",5,2015,2015-05-01,2215,252.726129032258,15.758064516129,13.3064516129032,12.8516129032258,3.59354838709677,4.33870967741935,50.1612903225806,49.1612903225806,48.4838709677419,47,45.5806451612903,7825
"Bodie Hills (7825 ft)",5,2016,2016-05-01,2215,287.605806451613,18.4451612903226,12.8,22.3225806451613,8.21612903225807,2.78709677419355,48.741935483871,49.7096774193548,47.6129032258064,45.3870967741936,45.3870967741936,7825
"Bodie Hills (7825 ft)",5,2017,2017-05-01,2215,305.038387096774,16.9645161290323,10.6483870967742,20.1258064516129,13.1838709677419,14.3451612903226,50.8709677419355,52.1935483870968,49.0645161290323,45.3548387096774,44.4516129032258,7825
"Bodie Hills (7825 ft)",5,2018,2018-05-01,2215,272.678064516129,13.9870967741935,9.3,16.3806451612903,7.22258064516129,3.44838709677419,51.0645161290323,52.5161290322581,49.3870967741936,45.8709677419355,44.8387096774194,7825
"Bodie Hills (7825 ft)",5,2019,2019-05-01,2215,266.159677419355,16.1645161290323,11.2935483870968,18.9709677419355,11.741935483871,11.8225806451613,45.9677419354839,48.2258064516129,45.9354838709677,43.7096774193548,43.4838709677419,7825
"Bodie Hills (7825 ft)",6,2015,2015-06-01,2215,314.279,13.5666666666667,11.6633333333333,13.5066666666667,5.41333333333333,4.67,66.2333333333333,64.0666666666667,62.5666666666667,57.6333333333333,52.7666666666667,7825
"Bodie Hills (7825 ft)",6,2016,2016-06-01,2215,345.514333333333,8.52333333333333,5.83,13,8.44333333333333,3.12333333333333,63.4666666666667,63.5666666666667,59.4,53.7333333333333,52.0333333333333,7825
"Bodie Hills (7825 ft)",6,2017,2017-06-01,2215,350.964666666667,3.77,2.02,10.2566666666667,8.56333333333333,9.31333333333333,64.3,64.0333333333333,58.9,53.0333333333333,51.0666666666667,7825
"Bodie Hills (7825 ft)",6,2018,2018-06-01,2215,374.116,4.04,3.12,9.97,5.75333333333333,3.67333333333333,66.1,66.1666666666667,60.4,53.7,51.3333333333333,7825
"Bodie Hills (7825 ft)",6,2019,2019-06-01,2215,329.788,7.95,5.56,13.2,9.1,8.77,59.1333333333333,60.5,55.6666666666667,50.3333333333333,48.7,7825
"Bodie Hills (7825 ft)",7,2015,2015-07-01,2215,255.195483870968,6.53870967741936,4.56451612903226,6.27096774193548,4.3,4.68387096774194,66.3225806451613,64.7096774193548,63.6451612903226,60.3548387096774,57.1612903225806,7825
"Bodie Hills (7825 ft)",7,2016,2016-07-01,2215,354.051935483871,1.87741935483871,0.870967741935484,6.75483870967742,4.71612903225806,3.36129032258065,69.7741935483871,69.2258064516129,64.8709677419355,59.0322580645161,57.2903225806452,7825
"Bodie Hills (7825 ft)",7,2017,2017-07-01,2215,328.891612903226,1.85806451612903,0.216129032258065,6.88709677419355,5.25483870967742,3.84516129032258,71.1935483870968,71.258064516129,65.4838709677419,59.4838709677419,57.4516129032258,7825
"Bodie Hills (7825 ft)",7,2018,2018-07-01,2215,283.401612903226,5.54193548387097,2.88709677419355,6.39354838709677,4.44516129032258,3.76774193548387,67.6451612903226,68.8064516129032,64.1935483870968,58.5483870967742,56.5483870967742,7825
"Bodie Hills (7825 ft)",7,2019,2019-07-01,2215,331.912903225806,4.54516129032258,3.16129032258065,6.9,5.39032258064516,4.29677419354839,66.1612903225806,67.6451612903226,62.3870967741936,56.6451612903226,54.7741935483871,7825
"Bodie Hills (7825 ft)",8,2015,2015-08-01,2215,304.527741935484,4.58064516129032,2.6,5.66451612903226,3.77741935483871,3.61612903225806,66.8387096774194,66.2258064516129,64.2258064516129,60.4838709677419,57.8387096774194,7825
"Bodie Hills (7825 ft)",8,2016,2016-08-01,2215,299.877741935484,1.36129032258065,0.225806451612903,6.19677419354839,4.23548387096774,3.06129032258065,66.8387096774194,67.5806451612903,63.9354838709677,60.4838709677419,59.3225806451613,7825
"Bodie Hills (7825 ft)",8,2017,2017-08-01,2215,247.347096774194,6.46774193548387,3.94838709677419,6.50967741935484,4.81935483870968,3.92258064516129,62.3548387096774,64.4193548387097,61.9677419354839,59.2903225806452,58.5483870967742,7825
"Bodie Hills (7825 ft)",8,2018,2018-08-01,2215,288.173870967742,5.10645161290323,3.31290322580645,6.26774193548387,4.44838709677419,3.80645161290323,62.9354838709677,65.1290322580645,62.0322580645161,58.8387096774194,57.6129032258064,7825
"Bodie Hills (7825 ft)",8,2019,2019-08-01,2215,313.981290322581,2.79354838709677,2.24838709677419,6.74516129032258,4.81290322580645,4.11612903225806,65,67.0645161290323,63.1612903225806,59.1290322580645,57.5161290322581,7825
"Bodie Hills (7825 ft)",9,2015,2015-09-01,2215,233.604666666667,1.27666666666667,0.0533333333333333,5,3.65333333333333,2.23333333333333,58.4333333333333,61.0666666666667,58.4666666666667,57.2333333333333,56.9666666666667,7825
"Bodie Hills (7825 ft)",9,2016,2016-09-01,2215,249.512333333333,1.01333333333333,0.0466666666666667,5.63666666666667,3.89,2.75666666666667,54.8666666666667,58.2,56.5,56.8,57.0333333333333,7825
"Bodie Hills (7825 ft)",9,2017,2017-09-01,2215,231.42,6.83666666666667,1.95,6.04,4.35333333333333,3.71,51.1333333333333,54.7333333333333,54.7333333333333,55.9333333333333,56.5333333333333,7825
"Bodie Hills (7825 ft)",9,2018,2018-09-01,2215,261.574,1.59333333333333,0.576666666666667,5.77333333333333,4.22666666666667,3.63333333333333,54.7,57.4,55.9,55.8333333333333,55.8333333333333,7825
"Bodie Hills (7825 ft)",9,2019,2019-09-01,2215,251.136333333333,1.58,0.57,6.02,4.37,3.86666666666667,52.8666666666667,55.2666666666667,55.3,56.1,56.5666666666667,7825
"Bodie Hills (7825 ft)",10,2015,2015-10-01,2215,166.544838709677,8.40645161290323,3.96129032258065,4.48064516129032,3.35806451612903,2.25806451612903,43.7741935483871,46.7741935483871,48.258064516129,51.5806451612903,53.258064516129,7825
"Bodie Hills (7825 ft)",10,2016,2016-10-01,2215,179.066451612903,5.94516129032258,2.77741935483871,5.22903225806452,3.61935483870968,2.34838709677419,40.4838709677419,43.7096774193548,45.741935483871,49.7741935483871,51.7096774193548,7825
"Bodie Hills (7825 ft)",10,2017,2017-10-01,2215,200.985483870968,4.54516129032258,1.65806451612903,5.59677419354839,3.97096774193548,3.34193548387097,38.5161290322581,41.9032258064516,43.9354838709677,47.9677419354839,50.2258064516129,7825
"Bodie Hills (7825 ft)",10,2018,2018-10-01,2215,185.90064516129,2.50645161290323,0.551612903225806,5.31612903225806,3.88064516129032,3.41290322580645,38.7096774193548,42.258064516129,44.5483870967742,48.6451612903226,50.5161290322581,7825
"Bodie Hills (7825 ft)",10,2019,2019-10-01,2215,204.162258064516,1.13548387096774,0.206451612903226,5.56774193548387,4.08064516129032,3.6258064516129,37.8387096774194,41.3225806451613,43.9354838709677,48.1612903225806,50.3870967741936,7825
"Bodie Hills (7825 ft)",11,2015,2015-11-01,2215,123.582333333333,8.69,4.17,4.36333333333333,3.12666666666667,2.13333333333333,29.4666666666667,30.3333333333333,34.2333333333333,40.9333333333333,44.7666666666667,7825
"Bodie Hills (7825 ft)",11,2016,2016-11-01,2215,142.356666666667,8.04333333333333,5.29,5.02,3.49,2.33,31.8666666666667,33.5333333333333,36.8333333333333,42.6666666666667,45.8,7825
"Bodie Hills (7825 ft)",11,2017,2017-11-01,2215,134.028,8.33,6.25333333333333,11.6766666666667,3.89333333333333,3.19,33.3666666666667,35.1,37.8,42.8333333333333,45.8,7825
"Bodie Hills (7825 ft)",11,2018,2018-11-01,2215,137.130333333333,4.13333333333333,1.63,4.89666666666667,3.68666666666667,3.05333333333333,31.4,33.3333333333333,36.6,41.7666666666667,44.6666666666667,7825
"Bodie Hills (7825 ft)",11,2019,2019-11-01,2215,126.273666666667,1.19,0.0833333333333333,5.45,3.83,3.35666666666667,33.1333333333333,35.0666666666667,37.9,42.3333333333333,45.2666666666667,7825
"Bodie Hills (7825 ft)",12,2015,2015-12-01,2215,90.0741935483871,6.53870967741936,1.67096774193548,4.23870967741935,2.75483870967742,2.15483870967742,26.8387096774194,27.4193548387097,29.5483870967742,35.1935483870968,38.5806451612903,7825
"Bodie Hills (7825 ft)",12,2016,2016-12-01,2215,111.74935483871,5.45806451612903,2.2,4.75161290322581,3.12903225806452,2.06451612903226,26.3870967741935,27.4193548387097,30.7096774193548,36.3225806451613,39.9354838709677,7825
"Bodie Hills (7825 ft)",12,2017,2017-12-01,2215,110.148064516129,4.04193548387097,2.85161290322581,8.83870967741935,3.75483870967742,2.87096774193548,25.3548387096774,26.9677419354839,30.1935483870968,35.6129032258064,39.3225806451613,7825
"Bodie Hills (7825 ft)",12,2018,2018-12-01,2215,101.52064516129,6.37741935483871,3.2741935483871,4.8741935483871,3.58387096774194,2.99354838709677,29.8387096774194,30.5161290322581,33.1612903225806,37.0322580645161,40.0967741935484,7825
"Bodie Hills (7825 ft)",12,2019,2019-12-01,2215,100.386774193548,3.86774193548387,0.216129032258065,5.1741935483871,3.76129032258065,3.19354838709677,27.6129032258065,29.0322580645161,32.2258064516129,37,40.258064516129,7825
"Cochora Ranch (2697 ft)",1,2015,2015-01-01,2189,136.199032258065,15.658064516129,13.4645161290323,10.9064516129032,4.29677419354839,9.26774193548387,50.0645161290323,50.0645161290323,50.5483870967742,53.5806451612903,56.9354838709677,2697
"Cochora Ranch (2697 ft)",1,2016,2016-01-01,2189,107.628709677419,14.2032258064516,10.2483870967742,7.47741935483871,5.08709677419355,9.59032258064516,47.2258064516129,47.5806451612903,48.6451612903226,51.7096774193548,55.4193548387097,2697
"Cochora Ranch (2697 ft)",1,2017,2017-01-01,2189,114.19064516129,20.441935483871,17.8451612903226,18.4935483870968,7.18064516129032,9.89677419354839,45.5806451612903,45.9354838709677,46.9677419354839,50.8064516129032,55.6451612903226,2697
"Cochora Ranch (2697 ft)",1,2018,2018-01-01,2189,124.993225806452,12.2096774193548,9.89354838709677,10.5548387096774,7.78709677419355,11.9,52.7096774193548,53.5161290322581,54.2903225806452,57.5806451612903,60.5161290322581,2697
"Cochora Ranch (2697 ft)",1,2019,2019-01-01,2189,125.204516129032,14.8129032258065,11.3870967741935,7.21935483870968,7.70645161290323,11.1,47.5806451612903,48.0645161290323,49.3225806451613,52.8064516129032,56.7741935483871,2697
"Cochora Ranch (2697 ft)",2,2015,2015-02-01,2189,184.271785714286,10.5321428571429,8.18928571428571,8.53571428571429,4.57857142857143,9.45714285714286,57.5,57.8571428571429,57.7857142857143,58.8928571428571,59.9642857142857,2697
"Cochora Ranch (2697 ft)",2,2016,2016-02-01,2189,197.378965517241,12.5241379310345,10.3689655172414,9.48275862068965,5.16551724137931,9.68275862068966,53.9655172413793,53.7931034482759,53.6551724137931,55,56.6551724137931,2697
"Cochora Ranch (2697 ft)",2,2017,2017-02-01,2189,128.548571428571,19.9607142857143,18.1607142857143,20.55,13.9428571428571,11.1571428571429,51.8928571428571,51.6428571428571,52.0357142857143,53.6428571428571,55.6428571428571,2697
"Cochora Ranch (2697 ft)",2,2018,2018-02-01,2189,196.174642857143,9.09285714285714,8.31071428571429,10.8107142857143,7.77142857142857,11.8357142857143,53.6071428571429,54.6428571428571,55.4642857142857,57.75,59.8214285714286,2697
"Cochora Ranch (2697 ft)",2,2019,2019-02-01,2189,152.4175,21.2535714285714,18.975,19.45,12.2214285714286,10.875,45.5714285714286,46.1071428571429,47.2142857142857,50.25,54.4285714285714,2697
"Cochora Ranch (2697 ft)",3,2015,2015-03-01,2189,239.22,8.33870967741935,7.14838709677419,8.07741935483871,4.84193548387097,9.66451612903226,64.8064516129032,64.0967741935484,63,62.3870967741936,62.3870967741936,2697
"Cochora Ranch (2697 ft)",3,2016,2016-03-01,2189,230.02,11.0161290322581,8.49032258064516,8.85161290322581,5.39677419354839,9.96129032258064,59.8709677419355,59.741935483871,59.7096774193548,60.5483870967742,60.741935483871,2697
"Cochora Ranch (2697 ft)",3,2017,2017-03-01,2189,229.499032258065,13.9290322580645,12.2161290322581,15.9516129032258,12.2709677419355,15.5129032258065,58.3548387096774,56.6774193548387,56.1612903225806,56.8064516129032,57.4193548387097,2697
"Cochora Ranch (2697 ft)",3,2018,2018-03-01,2189,203.29,14.9709677419355,11.4193548387097,12.5774193548387,8.11612903225806,11.7838709677419,55.1612903225806,55.4838709677419,55.4838709677419,56.8064516129032,58.7741935483871,2697
"Cochora Ranch (2697 ft)",3,2019,2019-03-01,2189,220.002258064516,18.8387096774194,17.6387096774194,19.4387096774194,16.5161290322581,16.1096774193548,55.9354838709677,55.4516129032258,55.0645161290323,55.2903225806452,56,2697
"Cochora Ranch (2697 ft)",4,2015,2015-04-01,2189,292.7,5.28333333333333,5.83666666666667,8.02666666666667,5.08333333333333,10.03,69.1,68.5,67.9,67.7,67.2,2697
"Cochora Ranch (2697 ft)",4,2016,2016-04-01,2189,279.053,12.31,9.87333333333333,11.7433333333333,5.53333333333333,10.26,68.6333333333333,67.8666666666667,67.0333333333333,66.3666666666667,65.1,2697
"Cochora Ranch (2697 ft)",4,2017,2017-04-01,2189,280.127666666667,11.0233333333333,9.02333333333333,11.1133333333333,9.12333333333333,12.4566666666667,71.9666666666667,69.5,67.5333333333333,65.9666666666667,64.4666666666667,2697
"Cochora Ranch (2697 ft)",4,2018,2018-04-01,2189,290.282,8.99666666666667,8.24,11.4433333333333,9.86666666666667,12.02,71.0666666666667,70.2,68.6333333333333,66.7333333333333,64.9666666666667,2697
"Cochora Ranch (2697 ft)",4,2019,2019-04-01,2189,284.386333333333,9.44666666666667,10.21,13.0566666666667,12.54,13.5133333333333,74.0666666666667,71.4,69.3,66.7333333333333,64.3666666666667,2697
"Cochora Ranch (2697 ft)",5,2015,2015-05-01,2189,301.71935483871,5.94838709677419,5.44516129032258,8.18709677419355,5.25806451612903,10.2612903225806,73.6451612903226,73.3225806451613,72.1290322580645,71.1612903225806,70.0967741935484,2697
"Cochora Ranch (2697 ft)",5,2016,2016-05-01,2189,303.816451612903,9.7,8.14516129032258,9.28064516129032,5.8258064516129,10.5935483870968,77.2903225806452,75.9354838709677,74.5483870967742,72.2903225806452,69.8064516129032,2697
"Cochora Ranch (2697 ft)",5,2017,2017-05-01,2189,314.421612903226,10.8806451612903,10.5709677419355,11.3096774193548,8.94193548387097,13.1612903225806,82.9032258064516,80.8387096774194,78.9354838709677,75.8709677419355,72.741935483871,2697
"Cochora Ranch (2697 ft)",5,2018,2018-05-01,2189,317.501612903226,5.11290322580645,6.07741935483871,9.47741935483871,8.30322580645161,12.4387096774194,81.5161290322581,79.6129032258064,77.6451612903226,74.4516129032258,71.7096774193548,2697
"Cochora Ranch (2697 ft)",5,2019,2019-05-01,2189,286.373225806452,10.3290322580645,9.32258064516129,11.3290322580645,11.3354838709677,13.1806451612903,77,75.6774193548387,74.7096774193548,73.5806451612903,72,2697
"Cochora Ranch (2697 ft)",6,2015,2015-06-01,2189,338.65,8.78333333333333,8.82666666666667,8.71,5.62,10.6133333333333,86.1,85.1,83.2666666666667,79.4333333333333,76.0333333333333,2697
"Cochora Ranch (2697 ft)",6,2016,2016-06-01,2189,351.437666666667,4.07666666666667,5.17,9.34,6.2,11.2833333333333,92.1666666666667,89.5666666666667,87,82.7666666666667,78.4666666666667,2697
"Cochora Ranch (2697 ft)",6,2017,2017-06-01,2189,352.530666666667,5.12,6.85,11.2566666666667,9.51333333333333,13.3866666666667,95.9,92.0666666666667,89.2666666666667,85.2,81.0666666666667,2697
"Cochora Ranch (2697 ft)",6,2018,2018-06-01,2189,363.674333333333,3.70666666666667,4.73333333333333,9.59666666666667,8.33,12.6633333333333,92.6333333333333,89.6666666666667,86.5666666666667,82.3666666666667,78.5333333333333,2697
"Cochora Ranch (2697 ft)",6,2019,2019-06-01,2189,353.133666666667,5.63333333333333,9.13333333333333,11.3366666666667,11.1,13.7333333333333,95.3666666666667,91.7333333333333,88.7333333333333,83.8666666666667,79.2333333333333,2697
"Cochora Ranch (2697 ft)",7,2015,2015-07-01,2189,322.975483870968,7.67096774193548,6.87096774193548,9.04516129032258,5.92903225806452,11.1548387096774,87.741935483871,87.0645161290323,85.741935483871,83.4516129032258,81,2697
"Cochora Ranch (2697 ft)",7,2016,2016-07-01,2189,354.523225806452,3.07096774193548,3.96129032258065,8.72258064516129,6.39354838709677,11.7483870967742,96.0645161290323,94,91.1612903225806,87.5806451612903,83.5806451612903,2697
"Cochora Ranch (2697 ft)",7,2017,2017-07-01,2189,338.126451612903,3.90967741935484,4.93225806451613,10.7354838709677,9.6741935483871,13.6612903225806,101.064516129032,97.7096774193548,94.1935483870968,90.9032258064516,87.1290322580645,2697
"Cochora Ranch (2697 ft)",7,2018,2018-07-01,2189,333.951290322581,3.25483870967742,4.19677419354839,8.93548387096774,8.81935483870968,12.9322580645161,99.5161290322581,96.9354838709677,93.258064516129,88.6451612903226,84.6451612903226,2697
"Cochora Ranch (2697 ft)",7,2019,2019-07-01,2189,342.709677419355,3.76451612903226,6.08387096774194,11.0354838709677,11.058064516129,14.5,98.9677419354839,96.1935483870968,92.8709677419355,89.0967741935484,85.5483870967742,2697
